CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10208,566.55,0.91,405.75,313.75,92.00,1044.65,0.50,0.17,0.42,0.33,6,12,2000,1249.84,313.05,0.00,12
C10209,24.53,0.91,261.64,0.00,261.64,0.00,0.83,0.00,0.83,0.00,0,10,4000,376.76,169.78,0.82,12
C10211,8350.15,1.00,1989.28,842.80,1146.48,893.76,0.33,0.17,0.17,0.08,2,8,14000,4720.90,2557.04,0.00,12
C10212,4559.78,1.00,10848.50,8208.00,2640.50,0.00,1.00,0.67,1.00,0.00,0,123,7500,9423.72,2925.28,0.00,12
C10213,2.68,0.09,43.39,0.00,43.39,0.00,0.08,0.00,0.08,0.00,0,1,4000,130.11,29.70,0.09,12
C10214,1570.68,1.00,645.32,645.32,0.00,1665.33,0.17,0.17,0.00,0.42,9,2,1800,2591.39,808.22,0.00,12
C10215,7201.74,1.00,987.10,862.10,125.00,5468.62,0.33,0.33,0.08,0.25,16,9,10500,1941.54,2391.99,0.00,12
C10216,6467.89,1.00,1464.14,978.71,485.43,3947.87,0.83,0.58,0.67,0.42,10,23,11500,1658.56,1887.41,0.00,12
C10217,64.08,0.45,927.00,600.00,327.00,0.00,0.25,0.08,0.17,0.00,0,4,5000,1260.16,59.04,0.22,12
C10218,5635.86,1.00,393.62,153.72,239.90,5933.47,0.92,0.92,0.17,0.75,24,15,10000,1919.63,1731.55,0.00,12
C10219,3670.51,1.00,965.50,876.13,89.37,0.00,0.50,0.50,0.08,0.00,0,9,7500,1034.93,941.50,0.00,12
C10220,2458.38,0.82,0.00,0.00,0.00,102.28,0.00,0.00,0.00,0.08,1,0,7500,4543.63,647.21,0.00,12
C10221,768.00,1.00,336.41,336.41,0.00,0.00,0.75,0.75,0.00,0.00,0,9,6000,947.70,217.03,0.00,12
C10222,75.65,0.73,540.00,0.00,540.00,0.00,0.25,0.00,0.17,0.00,0,3,4000,548.97,48.66,0.00,12
C10223,2.43,0.18,36.00,0.00,36.00,0.00,0.17,0.00,0.08,0.00,0,2,7500,0.00,,0.00,12
C10224,1121.73,1.00,878.52,103.10,775.42,197.65,1.00,0.17,0.92,0.08,1,39,1500,542.84,471.50,0.00,12
C10226,7.57,0.55,144.26,67.08,77.18,0.00,0.33,0.08,0.17,0.00,0,7,11500,134.71,75.52,0.11,12
C10227,2053.44,1.00,493.85,441.35,52.50,1738.33,0.50,0.33,0.25,0.83,16,10,2000,2795.06,2661.32,0.00,12
C10228,2422.31,1.00,4490.69,3456.25,1034.44,188.78,1.00,0.92,1.00,0.08,1,52,8500,5763.67,582.59,0.00,12
C10229,9047.62,1.00,11188.62,6099.16,5089.46,0.00,1.00,0.75,1.00,0.00,0,151,10000,11994.42,8517.26,0.00,12
C10230,3061.21,1.00,1829.20,1792.70,36.50,0.00,1.00,1.00,0.08,0.00,0,17,7000,971.23,985.95,0.00,12
C10231,41.64,0.86,75.99,75.99,0.00,0.00,0.14,0.14,0.00,0.00,0,1,2700,69.16,99.40,0.00,7
C10232,5431.62,1.00,1824.16,1598.56,225.60,0.00,1.00,0.92,0.75,0.00,0,23,14500,1508.02,1370.52,0.00,12
C10233,6571.48,1.00,9325.22,9325.22,0.00,0.00,0.33,0.33,0.00,0.00,0,5,8500,11036.73,1824.68,0.00,12
C10234,28.46,1.00,100.00,100.00,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4000,125.77,104.86,0.00,12
C10235,4178.63,1.00,1431.89,430.69,1001.20,0.00,1.00,0.42,0.83,0.00,0,39,4000,2384.54,3868.71,0.00,12
C10236,3019.02,1.00,2260.41,1356.33,904.08,0.00,0.83,0.42,0.75,0.00,0,25,8500,2187.93,739.22,0.00,12
C10237,1.05,0.33,0.00,0.00,0.00,466.64,0.00,0.00,0.00,0.11,1,0,1200,1068.58,25.54,0.50,9
C10238,2723.37,0.91,10410.49,1158.84,9251.65,0.00,0.75,0.67,0.58,0.00,0,41,19500,9695.65,726.70,0.36,12
C10239,1071.00,1.00,990.70,482.00,508.70,0.00,0.75,0.25,0.58,0.00,0,13,1400,505.32,438.32,0.00,12
C10240,279.61,1.00,3034.92,0.00,3034.92,0.00,1.00,0.00,1.00,0.00,0,12,2900,2928.91,2733.32,0.08,12
C10241,1255.90,1.00,1038.81,1038.81,0.00,1092.63,0.92,0.92,0.00,0.08,1,21,5700,1215.45,422.33,0.00,12
C10242,2229.86,1.00,45.65,45.65,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2500,542.75,628.21,0.00,12
C10243,2363.49,1.00,2641.98,1386.30,1255.68,263.88,0.83,0.67,0.75,0.08,1,41,3000,1839.93,1075.46,0.00,12
C10244,4014.39,1.00,1189.52,1189.52,0.00,0.00,1.00,1.00,0.00,0.00,0,12,8000,0.00,,0.00,12
C10245,7623.22,1.00,300.00,0.00,300.00,2800.73,0.50,0.00,0.42,0.25,3,6,12000,1975.97,1774.58,0.00,12
C10246,3421.57,1.00,126.69,42.88,83.81,154.34,0.33,0.08,0.25,0.08,1,5,10500,2515.44,975.50,0.00,12
C10247,48.90,0.55,247.09,0.00,247.09,182.36,0.50,0.00,0.42,0.17,3,7,5500,409.59,69.92,0.00,12
C10248,1874.72,1.00,301.10,83.00,218.10,0.00,0.58,0.17,0.33,0.00,0,10,1950,586.97,1089.04,0.00,12
C10249,3215.51,0.82,1112.20,1112.20,0.00,7616.06,0.25,0.25,0.00,0.25,4,4,7200,0.00,,0.00,12
C10250,237.24,0.64,2410.07,1670.50,739.57,0.00,0.50,0.08,0.33,0.00,0,15,4000,3773.73,169.88,1.00,12
C10251,1272.93,1.00,5350.19,4783.34,566.85,0.00,1.00,1.00,0.92,0.00,0,101,8000,5825.60,318.31,0.17,12
C10252,558.48,1.00,630.03,630.03,0.00,0.00,0.09,0.09,0.00,0.00,0,1,5500,426.09,213.37,0.00,11
C10253,2814.21,1.00,3197.24,2080.02,1117.22,0.00,1.00,0.67,1.00,0.00,0,49,3000,3574.48,1328.90,0.00,12
C10254,8.06,0.36,133.00,0.00,133.00,0.00,0.25,0.00,0.17,0.00,0,3,3000,130.61,41.44,0.18,12
C10255,435.86,1.00,1646.16,1023.42,622.74,0.00,1.00,0.58,0.75,0.00,0,33,12000,1055.84,236.62,0.00,12
C10256,6.39,1.00,79.66,0.00,79.66,0.00,1.00,0.00,1.00,0.00,0,12,1500,75.90,75.97,0.00,12
C10257,9612.22,1.00,319.92,0.00,319.92,13439.57,1.00,0.00,1.00,0.42,12,12,12000,10993.89,2501.56,0.00,12
C10258,7938.56,1.00,3677.52,3543.73,133.79,0.00,1.00,1.00,0.50,0.00,0,98,12500,2657.86,1912.30,0.00,12
C10259,2344.48,1.00,1041.63,1041.63,0.00,4003.97,0.25,0.25,0.00,0.33,6,14,4000,3033.67,716.70,0.00,12
C10260,996.48,1.00,675.96,0.00,675.96,0.00,1.00,0.00,1.00,0.00,0,12,1000,1851.60,1382.29,0.08,12
C10261,19.51,1.00,193.14,0.00,193.14,0.00,0.42,0.00,0.42,0.00,0,5,2000,220.46,71.97,0.25,12
C10262,185.64,1.00,1703.23,1703.23,0.00,0.00,1.00,1.00,0.00,0.00,0,13,11500,1449.04,183.30,1.00,12
C10263,5335.30,1.00,0.00,0.00,0.00,468.96,0.00,0.00,0.00,0.17,2,0,6000,1350.32,1249.94,0.00,12
C10265,22.19,0.36,234.16,0.00,234.16,0.00,0.36,0.00,0.27,0.00,0,4,1500,479.91,149.98,0.50,11
C10266,5.87,0.82,29.68,29.68,0.00,0.00,0.08,0.08,0.00,0.00,0,1,10000,76.94,75.60,0.00,12
C10267,1049.50,1.00,1322.67,1096.71,225.96,774.26,0.83,0.75,0.42,0.25,6,28,11000,802.39,229.66,0.00,12
C10269,5570.19,1.00,1607.88,0.00,1607.88,0.00,1.00,0.00,1.00,0.00,0,84,13500,1583.41,2216.64,0.00,12
C10270,1668.59,1.00,0.00,0.00,0.00,1716.94,0.00,0.00,0.00,0.17,5,0,1800,2166.98,568.06,0.08,12
C10271,2224.59,0.82,3183.00,3183.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,9000,3823.35,629.08,0.00,12
C10272,2903.78,1.00,3014.23,1340.34,1673.89,103.61,1.00,0.83,1.00,0.08,1,93,4500,1350.37,655.63,0.00,12
C10273,2041.48,1.00,7323.38,4944.88,2378.50,191.33,1.00,0.83,0.75,0.08,1,81,3000,3792.10,1737.89,0.08,12
C10274,7755.70,1.00,8533.54,4072.76,4460.78,7540.31,1.00,0.50,0.83,0.50,12,72,10000,4758.21,7256.95,0.00,6
C10275,614.26,0.73,408.93,74.80,334.13,0.00,0.50,0.08,0.50,0.00,0,10,9000,2161.15,312.34,0.00,12
C10276,8097.33,1.00,3999.92,200.00,3799.92,0.00,1.00,0.08,1.00,0.00,0,14,7500,5624.07,9952.67,0.00,12
C10277,1082.33,1.00,2980.46,657.78,2322.68,0.00,1.00,0.50,1.00,0.00,0,50,6000,1116.97,289.44,0.00,12
C10278,2734.66,1.00,560.73,560.73,0.00,0.00,0.92,0.92,0.00,0.00,0,11,7500,717.80,670.05,0.00,12
C10279,80.71,1.00,569.90,569.90,0.00,0.00,0.17,0.17,0.00,0.00,0,3,9500,634.00,92.01,0.08,12
C10280,2554.53,1.00,6186.77,6099.08,87.69,1898.69,0.92,0.75,0.25,0.08,1,38,10950,11198.93,608.37,0.08,12
C10281,535.95,1.00,4550.81,3016.98,1533.83,438.47,1.00,0.92,1.00,0.08,1,99,8500,4317.19,208.73,0.92,12
C10282,3905.37,1.00,150.80,150.80,0.00,1659.20,0.17,0.17,0.00,0.42,5,2,7500,990.52,989.78,0.00,12
C10283,156.28,1.00,1385.10,1005.10,380.00,0.00,1.00,0.50,0.75,0.00,0,21,14000,1280.47,193.37,0.83,12
C10284,5131.32,1.00,32539.78,26547.43,5992.35,0.00,1.00,1.00,1.00,0.00,0,98,11500,26652.34,1971.13,0.08,12
C10285,5265.76,1.00,410.24,44.71,365.53,15452.98,0.92,0.08,0.92,0.33,13,21,16500,12005.31,1055.55,0.08,12
C10286,2.56,0.18,47.95,47.95,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1500,294.51,86.25,0.00,12
C10287,1873.08,1.00,126.57,126.57,0.00,181.14,0.25,0.25,0.00,0.08,1,4,2100,483.56,524.43,0.00,12
C10288,32.12,0.27,380.89,380.89,0.00,0.00,0.08,0.08,0.00,0.00,0,1,5700,0.00,,0.00,12
C10289,1473.50,1.00,414.00,0.00,414.00,0.00,0.75,0.00,0.67,0.00,0,9,10500,5863.94,570.25,0.50,12
C10290,1504.83,1.00,2010.00,630.00,1380.00,1189.29,1.00,0.17,1.00,0.08,1,14,8500,859.83,479.83,0.00,12
C10291,7645.11,1.00,4693.15,4332.65,360.50,0.00,0.50,0.42,0.33,0.00,0,12,13500,4786.65,1741.16,0.00,12
C10292,1129.34,1.00,498.96,0.00,498.96,72.26,1.00,0.00,1.00,0.08,1,12,1000,829.51,1623.39,0.00,12
C10293,668.96,1.00,224.20,148.12,76.08,0.00,0.58,0.08,0.42,0.00,0,9,9500,568.34,272.27,0.00,12
C10294,2302.18,1.00,2856.57,922.84,1933.73,0.00,1.00,0.25,1.00,0.00,0,62,2500,2914.42,2173.68,0.00,12
C10295,272.71,0.82,0.00,0.00,0.00,682.16,0.00,0.00,0.00,0.08,2,0,3000,2755.88,144.62,0.18,12
C10296,4246.43,1.00,0.00,0.00,0.00,9270.41,0.00,0.00,0.00,0.67,16,0,7000,6010.53,1793.26,0.08,12
C10297,2420.76,1.00,0.00,0.00,0.00,567.23,0.00,0.00,0.00,0.08,2,0,3000,871.71,609.21,0.00,12
C10298,2935.32,1.00,409.63,351.87,57.76,1876.24,0.58,0.58,0.08,0.25,4,12,5000,580.14,1114.59,0.00,12
C10299,83.15,0.64,843.34,843.34,0.00,0.00,0.50,0.50,0.00,0.00,0,17,6500,1024.27,122.85,0.50,12
C10300,5469.85,1.00,0.00,0.00,0.00,512.79,0.00,0.00,0.00,0.17,3,0,6000,1362.97,2019.03,0.00,12
C10301,280.14,1.00,2236.49,758.52,1477.97,0.00,1.00,1.00,0.67,0.00,0,34,10000,1986.84,233.61,1.00,12
C10302,5790.93,1.00,464.51,399.41,65.10,2516.73,0.42,0.25,0.17,0.17,6,10,6000,1515.59,2092.92,0.00,12
C10303,3605.71,1.00,1779.00,1779.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,5000,856.06,761.01,0.00,12
C10304,3992.26,1.00,0.00,0.00,0.00,348.83,0.00,0.00,0.00,0.58,9,0,4000,1057.68,1229.82,0.00,12
C10305,41.83,1.00,456.36,0.00,456.36,0.00,1.00,0.00,0.92,0.00,0,14,6000,371.00,163.29,0.33,12
C10306,635.09,0.82,5758.71,2252.37,3506.34,0.00,0.75,0.25,0.75,0.00,0,48,2900,7943.57,197.42,1.00,12
C10307,1521.17,1.00,245.98,245.98,0.00,2792.68,0.17,0.17,0.00,0.25,3,2,6000,2261.52,388.26,0.00,12
C10308,5547.09,1.00,0.00,0.00,0.00,3298.96,0.00,0.00,0.00,0.08,2,0,12000,1786.14,1352.00,0.00,12
C10309,2503.11,1.00,733.90,733.90,0.00,0.00,1.00,1.00,0.00,0.00,0,13,3000,1620.19,857.54,0.00,12
C10310,191.45,1.00,1641.07,1641.07,0.00,380.97,0.67,0.67,0.00,0.08,1,15,500,1583.92,137.05,0.64,12
C10311,3621.70,1.00,674.73,674.73,0.00,1684.96,0.25,0.25,0.00,0.17,8,12,4000,1139.06,1403.48,0.00,12
C10312,2762.48,1.00,2702.47,1526.31,1176.16,0.00,1.00,0.25,1.00,0.00,0,27,11000,7596.77,1013.09,0.08,12
C10313,4338.61,1.00,0.00,0.00,0.00,1817.57,0.00,0.00,0.00,0.08,4,0,8000,8019.80,964.12,0.00,12
C10314,388.87,0.73,1579.15,1462.35,116.80,0.00,0.58,0.50,0.25,0.00,0,15,2700,451.60,199.96,0.00,12
C10315,9261.31,1.00,0.00,0.00,0.00,8603.05,0.00,0.00,0.00,0.42,10,0,11000,1933.41,2576.55,0.00,12
C10316,208.13,1.00,2161.38,451.50,1709.88,0.00,1.00,0.17,1.00,0.00,0,41,4500,2059.88,165.05,1.00,12
C10317,169.09,1.00,1482.19,446.07,1036.12,0.00,1.00,0.58,0.67,0.00,0,26,6000,1289.57,173.69,0.67,12
C10318,133.91,1.00,1446.05,544.45,901.60,0.00,1.00,0.08,1.00,0.00,0,16,3500,1364.12,186.24,0.83,12
C10319,1613.35,0.91,0.00,0.00,0.00,1606.32,0.00,0.00,0.00,0.18,3,0,4500,312.43,648.14,0.00,11
C10320,566.91,1.00,397.06,303.70,93.36,0.00,0.67,0.17,0.58,0.00,0,12,2100,0.00,,0.00,12
C10321,53.21,1.00,498.17,459.02,39.15,0.00,0.92,0.92,0.08,0.00,0,14,15000,611.61,162.94,0.91,12
C10322,1329.97,1.00,2009.12,1296.68,712.44,1763.79,1.00,1.00,1.00,0.25,10,36,2500,2715.97,956.33,0.00,12
C10323,515.90,1.00,5359.02,2399.78,2959.24,0.00,1.00,1.00,1.00,0.00,0,60,6000,0.00,,0.00,12
C10324,927.04,1.00,0.00,0.00,0.00,402.97,0.00,0.00,0.00,0.33,5,0,1000,719.97,339.55,0.00,12
C10325,1872.77,1.00,0.00,0.00,0.00,3394.51,0.00,0.00,0.00,0.17,3,0,5500,1151.72,627.02,0.00,12
C10326,185.40,1.00,0.00,0.00,0.00,842.46,0.00,0.00,0.00,0.36,7,0,1000,117.54,137.69,0.00,11
C10327,4823.82,0.86,0.00,0.00,0.00,6481.30,0.00,0.00,0.00,0.14,4,0,7000,863.62,1148.63,0.00,7
C10328,994.11,1.00,126.20,126.20,0.00,0.00,0.83,0.83,0.00,0.00,0,10,1950,314.30,417.29,0.00,12
C10329,40.09,1.00,225.00,0.00,225.00,0.00,1.00,0.00,1.00,0.00,0,12,1500,325.58,286.12,0.17,12
C10330,0.48,0.09,734.97,159.00,575.97,0.00,0.83,0.08,0.75,0.00,0,16,6000,1159.14,,0.00,12
C10331,4732.37,1.00,14.95,0.00,14.95,2173.36,0.08,0.00,0.08,0.42,11,1,5700,1289.28,1172.29,0.00,12
C10332,9206.81,1.00,874.98,350.00,524.98,4653.69,0.75,0.08,0.67,0.33,9,16,12500,2055.10,2199.08,0.00,12
C10333,6719.38,1.00,0.00,0.00,0.00,2443.26,0.00,0.00,0.00,0.33,7,0,7500,1493.09,2488.98,0.00,12
C10334,2233.07,1.00,445.20,445.20,0.00,0.00,0.17,0.17,0.00,0.00,0,4,8000,1042.99,579.59,0.00,12
C10335,1867.65,1.00,0.00,0.00,0.00,3264.57,0.00,0.00,0.00,0.67,9,0,4500,476.16,401.97,0.00,12
C10336,57.84,1.00,689.34,0.00,689.34,0.00,1.00,0.00,1.00,0.00,0,24,1500,453.84,148.28,0.33,12
C10337,4194.03,0.73,2006.87,420.60,1586.27,0.00,0.67,0.08,0.67,0.00,0,26,21000,19714.10,1479.31,0.10,12
C10338,2459.86,1.00,678.00,678.00,0.00,927.25,1.00,1.00,0.00,0.25,4,12,2500,1926.32,1933.17,0.00,12
C10339,850.63,1.00,0.05,0.05,0.00,1700.63,0.08,0.08,0.00,0.33,7,1,1000,1084.28,367.41,0.00,12
C10340,353.20,1.00,3085.69,3032.97,52.72,0.00,1.00,1.00,0.08,0.00,0,21,8500,2690.53,192.67,1.00,12
C10341,2669.16,1.00,0.00,0.00,0.00,142.14,0.00,0.00,0.00,0.17,2,0,3000,642.78,1122.08,0.00,12
C10342,92.44,0.91,1080.00,1080.00,0.00,0.00,0.75,0.75,0.00,0.00,0,12,6000,1077.06,169.01,1.00,12
C10343,706.68,1.00,2721.16,2417.41,303.75,0.00,1.00,0.50,1.00,0.00,0,32,6500,4952.90,280.82,0.08,12
C10344,361.32,1.00,3095.96,1383.56,1712.40,0.00,1.00,0.92,0.83,0.00,0,32,14000,4003.78,197.19,0.58,12
C10345,2324.09,0.91,0.00,0.00,0.00,1600.76,0.00,0.00,0.00,0.91,13,0,2300,2147.89,2077.87,0.00,11
C10346,2922.49,1.00,71.07,0.00,71.07,3595.16,0.25,0.00,0.17,0.17,9,3,9500,9226.75,797.25,0.00,12
C10347,98.36,0.18,65.00,0.00,65.00,0.00,0.17,0.00,0.17,0.00,0,2,1200,718.79,53.66,0.00,12
C10348,498.21,1.00,4786.61,4397.64,388.97,0.00,0.92,0.83,0.50,0.00,0,61,9000,3805.67,163.46,1.00,12
C10349,16.93,0.45,174.42,0.00,174.42,0.00,0.33,0.00,0.25,0.00,0,5,2500,347.09,149.30,0.75,12
C10350,3355.63,1.00,242.88,0.00,242.88,0.00,1.00,0.00,1.00,0.00,0,12,13500,6084.12,890.64,0.09,12
C10351,907.98,1.00,216.94,216.94,0.00,1012.00,0.17,0.17,0.00,0.17,5,3,3200,222.02,300.21,0.00,12
C10352,1132.39,0.45,2246.30,2246.30,0.00,14048.07,0.33,0.33,0.00,0.42,20,8,6000,32048.61,406.79,0.80,12
C10353,1254.67,1.00,361.73,361.73,0.00,198.69,0.17,0.17,0.00,0.08,1,2,1500,535.61,432.69,0.00,12
C10354,80.34,0.60,330.00,330.00,0.00,0.00,0.10,0.10,0.00,0.00,0,1,1800,345.33,85.30,0.00,10
C10355,260.84,1.00,2854.11,1797.96,1056.15,0.00,1.00,0.83,0.92,0.00,0,51,9500,2437.33,176.28,1.00,12
C10356,17.36,0.45,390.00,90.00,300.00,0.00,0.50,0.08,0.50,0.00,0,7,2000,302.45,74.67,0.00,12
C10357,1897.67,1.00,422.18,422.18,0.00,0.00,1.00,1.00,0.00,0.00,0,12,5500,2961.63,440.31,0.00,12
C10358,1032.24,1.00,1005.52,464.50,541.02,0.00,1.00,0.50,0.83,0.00,0,33,3000,1866.27,237.33,0.00,12
C10359,3536.60,1.00,2132.93,959.10,1173.83,5340.02,1.00,0.33,1.00,0.75,20,74,11000,8251.15,834.03,0.00,12
C10360,21.58,0.91,284.72,0.00,284.72,0.00,0.67,0.00,0.67,0.00,0,16,5000,344.16,155.79,0.80,12
C10361,4211.54,1.00,0.00,0.00,0.00,455.58,0.00,0.00,0.00,0.08,1,0,10500,1288.29,1164.18,0.00,12
C10362,1732.72,1.00,3244.16,2480.85,763.31,0.00,1.00,0.67,0.50,0.00,0,29,11500,5674.19,563.83,0.00,12
C10364,8939.46,1.00,2490.17,905.17,1585.00,5309.95,0.50,0.17,0.42,0.50,11,8,9500,3957.02,4951.59,0.00,12
C10365,36.57,0.09,1098.31,1098.31,0.00,0.00,0.08,0.08,0.00,0.00,0,1,4800,0.00,,0.00,12
C10366,41.75,0.18,636.15,636.15,0.00,0.00,0.17,0.17,0.00,0.00,0,5,8500,918.41,57.15,0.18,12
C10367,1937.25,1.00,3018.93,1702.62,1316.31,0.00,1.00,1.00,1.00,0.00,0,99,5000,3909.84,444.12,0.17,12
C10368,99.96,1.00,1222.97,202.97,1020.00,0.00,1.00,0.25,1.00,0.00,0,16,19500,1142.08,185.66,1.00,12
C10369,5135.60,1.00,110.18,0.00,110.18,6552.00,0.33,0.00,0.33,0.33,17,4,6000,1717.00,2463.47,0.00,12
C10370,214.90,0.64,0.00,0.00,0.00,1192.02,0.00,0.00,0.00,0.08,1,0,3000,2298.90,214.26,0.20,12
C10371,1543.29,1.00,0.00,0.00,0.00,36.48,0.00,0.00,0.00,0.08,1,0,1800,548.59,529.34,0.00,12
C10372,601.92,1.00,983.77,603.77,380.00,0.00,0.67,0.42,0.25,0.00,0,15,2400,389.41,219.47,0.00,12
C10373,1261.06,1.00,0.00,0.00,0.00,474.43,0.00,0.00,0.00,0.25,3,0,1500,866.87,354.38,0.00,12
C10374,85.29,0.75,423.24,287.00,136.24,0.00,0.63,0.38,0.38,0.00,0,9,11000,296.02,134.45,0.00,8
C10375,1903.69,1.00,6079.50,4719.50,1360.00,10227.23,0.92,0.25,0.67,0.25,22,31,7300,18552.39,762.26,0.42,12
C10376,813.07,1.00,439.38,439.38,0.00,727.66,0.08,0.08,0.00,0.25,8,2,1200,238.00,265.71,0.00,12
C10377,1279.33,1.00,1207.25,0.00,1207.25,0.00,1.00,0.00,1.00,0.00,0,59,1200,1282.71,1300.60,0.00,12
C10378,237.67,1.00,259.13,259.13,0.00,0.00,0.08,0.08,0.00,0.00,0,1,2300,2680.64,2503.37,0.25,12
C10379,5747.76,1.00,1627.69,0.00,1627.69,0.00,1.00,0.00,1.00,0.00,0,49,5500,2507.70,7490.45,0.00,12
C10380,7760.94,1.00,0.00,0.00,0.00,3423.09,0.00,0.00,0.00,0.50,10,0,8000,2845.01,2459.74,0.00,12
C10381,6388.11,1.00,0.00,0.00,0.00,3768.70,0.00,0.00,0.00,0.25,3,0,8000,10973.15,2384.82,0.08,12
C10382,426.37,1.00,5749.96,5439.96,310.00,0.00,1.00,1.00,0.25,0.00,0,50,12000,5711.54,202.73,0.83,12
C10383,8806.87,1.00,1490.94,0.02,1490.92,2813.06,1.00,0.17,1.00,0.17,4,25,9000,2116.66,3598.72,0.00,12
C10384,282.93,0.18,0.00,0.00,0.00,2333.15,0.00,0.00,0.00,0.08,1,0,3000,0.00,,0.00,12
C10385,1128.23,1.00,5068.88,3529.88,1539.00,0.00,1.00,1.00,1.00,0.00,0,76,4500,3904.57,373.93,0.08,12
C10386,2045.54,1.00,1067.28,0.00,1067.28,0.00,1.00,0.00,1.00,0.00,0,30,2000,2021.78,3073.42,0.00,12
C10387,8.52,0.55,64.12,64.12,0.00,0.00,0.17,0.17,0.00,0.00,0,2,7000,176.60,76.46,0.00,12
C10388,11278.95,1.00,6855.59,2762.92,4092.67,0.00,0.92,0.75,0.83,0.00,0,39,18500,4868.09,2861.89,0.00,12
C10389,143.44,0.64,1631.00,0.00,1631.00,0.00,0.58,0.00,0.58,0.00,0,7,2500,2550.80,157.27,1.00,12
C10390,241.22,0.91,180.91,180.91,0.00,0.00,0.17,0.17,0.00,0.00,0,6,1400,802.86,220.46,0.00,12
C10391,1528.57,1.00,0.00,0.00,0.00,172.93,0.00,0.00,0.00,0.17,2,0,1600,353.58,559.03,0.00,12
C10392,12474.73,1.00,136.88,0.00,136.88,515.15,0.17,0.00,0.17,0.17,2,2,14000,3519.01,3430.63,0.00,12
C10393,566.15,1.00,0.00,0.00,0.00,187.57,0.00,0.00,0.00,0.08,1,0,2000,1177.66,190.37,0.00,12
C10395,1077.61,0.73,343.21,343.21,0.00,1609.90,0.25,0.25,0.00,0.33,8,4,1500,930.33,3245.69,0.00,12
C10396,1.84,0.27,16.50,16.50,0.00,0.00,0.08,0.08,0.00,0.00,0,1,6000,57.60,67.19,0.00,12
C10397,507.14,1.00,5708.18,4584.78,1123.40,0.00,1.00,0.75,0.75,0.00,0,47,4000,5589.95,232.13,1.00,12
C10398,816.82,0.30,42.30,42.30,0.00,3967.71,0.10,0.10,0.00,0.20,5,1,6000,361.85,645.32,0.00,10
C10399,1526.51,1.00,46.67,46.67,0.00,0.00,0.08,0.08,0.00,0.00,0,1,1800,338.41,642.55,0.00,12
C10400,7957.02,1.00,0.00,0.00,0.00,4909.94,0.00,0.00,0.00,0.25,4,0,9000,677.14,27631.45,0.00,12
C10402,79.19,1.00,699.12,0.00,699.12,0.00,1.00,0.00,1.00,0.00,0,24,2500,697.98,183.86,0.58,12
C10403,497.91,1.00,245.39,0.00,245.39,0.00,0.58,0.00,0.50,0.00,0,7,4000,328.80,165.31,0.00,12
C10404,681.96,1.00,98.00,98.00,0.00,0.00,0.17,0.17,0.00,0.00,0,2,4000,192.37,221.38,0.00,12
C10405,1535.25,1.00,857.36,857.36,0.00,0.00,1.00,1.00,0.00,0.00,0,13,6550,3239.63,411.87,0.08,12
C10406,1508.51,0.82,2747.12,1247.12,1500.00,246.05,0.25,0.08,0.17,0.08,1,4,5000,4730.37,481.56,0.10,12
C10407,11209.37,1.00,11147.33,1137.40,10009.93,2728.58,1.00,0.25,1.00,0.17,8,126,11000,7932.77,17494.91,0.00,12
C10408,201.35,1.00,600.00,0.00,600.00,0.00,0.50,0.00,0.42,0.00,0,6,1000,249.07,184.78,0.00,12
C10409,2502.26,1.00,0.00,0.00,0.00,2368.87,0.00,0.00,0.00,0.08,2,0,10000,541.31,724.96,0.00,12
C10410,4543.79,1.00,255.12,5.00,250.12,0.00,0.67,0.25,0.50,0.00,0,11,8500,1703.33,1121.51,0.00,12
C10411,918.34,1.00,1221.53,1180.00,41.53,1078.79,0.33,0.17,0.17,0.17,7,2,1200,1421.04,106.04,0.25,6
C10412,5066.74,1.00,0.00,0.00,0.00,1974.50,0.00,0.00,0.00,0.25,6,0,13000,1336.02,1606.96,0.00,12
C10413,2259.43,1.00,780.64,199.65,580.99,1227.56,1.00,0.17,0.83,0.33,6,22,3500,663.55,483.84,0.00,12
C10414,437.79,1.00,1532.10,223.00,1309.10,0.00,0.75,0.17,0.67,0.00,0,14,5000,1834.37,212.77,0.00,12
C10415,2025.16,1.00,778.33,0.00,778.33,0.00,0.92,0.00,0.92,0.00,0,28,2000,1411.33,1430.51,0.00,12
C10416,3770.56,0.88,964.06,260.00,704.06,5140.29,0.88,0.13,0.75,0.63,24,8,6000,565.72,1241.28,0.00,8
C10417,140.73,1.00,1667.13,1063.14,603.99,0.00,1.00,0.92,0.83,0.00,0,38,13000,1669.26,208.70,0.25,12
